x,y,lat,lon,wind_farm_count,total_power,i_index,j_index
3930500.0,3017500.0,54.017601013183594,8.903599739074707,1,2350,775,260
3931500.0,3017500.0,54.017799377441406,8.919400215148926,1,2300,775,261
3940500.0,3017500.0,54.01890182495117,9.061400413513184,1,6000,775,270
3941500.0,3017500.0,54.01900100708008,9.077199935913086,3,18000,775,271
3941500.0,3018500.0,54.02830123901367,9.07699966430664,1,6000,776,271
3940500.0,3020500.0,54.04679870605469,9.060799598693848,1,500,778,270
3950500.0,3020500.0,54.04779815673828,9.218600273132324,2,12000,778,280
3951500.0,3020500.0,54.04790115356445,9.234399795532227,1,6000,778,281
3950500.0,3021500.0,54.057098388671875,9.218400001525879,3,12400,779,280
3951500.0,3021500.0,54.05720138549805,9.234199523925781,4,12800,779,281
3951500.0,3022500.0,54.06650161743164,9.234100341796875,5,24570,780,281
3952500.0,3022500.0,54.06660079956055,9.249899864196777,1,3370,780,282
3938500.0,3023500.0,54.07440185546875,9.028599739074707,1,500,781,268
3951500.0,3024500.0,54.08509826660156,9.233699798583984,3,15000,782,281
3952500.0,3025500.0,54.09450149536133,9.24940013885498,2,10260,783,282
3953500.0,3025500.0,54.094600677490234,9.265199661254883,1,3300,783,283
3955500.0,3025500.0,54.09479904174805,9.296799659729004,3,17100,783,285
3952500.0,3026500.0,54.10380172729492,9.249199867248535,1,6000,784,282
3953500.0,3026500.0,54.10390090942383,9.265000343322754,3,9900,784,283
3955500.0,3026500.0,54.104000091552734,9.296600341796875,3,17100,784,285
3938500.0,3027500.0,54.11149978637695,9.027799606323242,1,5700,785,268
3952500.0,3027500.0,54.11309814453125,9.249099731445312,2,8800,785,282
3936500.0,3028500.0,54.120601654052734,8.99590015411377,1,450,786,266
3937500.0,3028500.0,54.12070083618164,9.011699676513672,2,12500,786,267
3937500.0,3029500.0,54.130001068115234,9.011500358581543,1,5000,787,267
3938500.0,3029500.0,54.13010025024414,9.027299880981445,4,26400,787,268
3939500.0,3029500.0,54.13019943237305,9.04319953918457,4,24800,787,269
3952500.0,3029500.0,54.13159942626953,9.248700141906738,5,17100,787,282
3938500.0,3030500.0,54.139400482177734,9.027099609375,3,9900,788,268
3939500.0,3030500.0,54.13949966430664,9.042900085449219,2,7300,788,269
3952500.0,3030500.0,54.140899658203125,9.248600006103516,1,3450,788,282
3931500.0,3031500.0,54.14780044555664,8.916199684143066,1,2300,789,261
3932500.0,3031500.0,54.14789962768555,8.932000160217285,1,2300,789,262
3933500.0,3031500.0,54.148101806640625,8.947799682617188,7,12600,789,263
3936500.0,3031500.0,54.148399353027344,8.99530029296875,1,150,789,266
3937500.0,3031500.0,54.14860153198242,9.011099815368652,1,4260,789,267
3938500.0,3031500.0,54.14870071411133,9.026900291442871,2,7200,789,268
3939500.0,3031500.0,54.148799896240234,9.042699813842773,3,10200,789,269
3931500.0,3032500.0,54.157100677490234,8.915900230407715,5,9700,790,261
3932500.0,3032500.0,54.15719985961914,8.93179988861084,1,2000,790,262
3933500.0,3032500.0,54.15729904174805,8.947600364685059,4,19400,790,263
3934500.0,3032500.0,54.157501220703125,8.963399887084961,7,9730,790,264
3935500.0,3032500.0,54.15760040283203,8.97920036315918,1,600,790,265
3937500.0,3032500.0,54.157901763916016,9.010899543762207,5,17560,790,267
3940500.0,3032500.0,54.158199310302734,9.05840015411377,1,2300,790,270
3941500.0,3032500.0,54.15829849243164,9.074199676513672,1,2300,790,271
3945500.0,3032500.0,54.15879821777344,9.137499809265137,2,14400,790,275
3926500.0,3033500.0,54.16569900512695,8.836600303649902,2,4600,791,256
3927500.0,3033500.0,54.16579818725586,8.852399826049805,6,20700,791,257
3928500.0,3033500.0,54.16590118408203,8.868200302124023,5,17200,791,258
3929500.0,3033500.0,54.166099548339844,8.884099960327148,5,11500,791,259
3930500.0,3033500.0,54.16619873046875,8.899900436401367,1,2300,791,260
3933500.0,3033500.0,54.16659927368164,8.947400093078613,3,11700,791,263
3937500.0,3033500.0,54.16709899902344,9.010700225830078,7,35600,791,267
3938500.0,3033500.0,54.167301177978516,9.02649974822998,2,2800,791,268
3939500.0,3033500.0,54.16740036010742,9.0423002243042,3,12000,791,269
3943500.0,3033500.0,54.16790008544922,9.105600357055664,6,43200,791,273
3944500.0,3033500.0,54.167999267578125,9.121500015258789,4,28800,791,274
3945500.0,3033500.0,54.16809844970703,9.137299537658691,5,36000,791,275
3926500.0,3034500.0,54.17490005493164,8.836299896240234,1,2300,792,256
3927500.0,3034500.0,54.17509841918945,8.85219955444336,2,4600,792,257
3928500.0,3034500.0,54.175201416015625,8.868000030517578,10,39000,792,258
3929500.0,3034500.0,54.17539978027344,8.88379955291748,3,8800,792,259
3931500.0,3034500.0,54.17559814453125,8.915499687194824,2,1320,792,261
3933500.0,3034500.0,54.175899505615234,8.947099685668945,1,3000,792,263
3934500.0,3034500.0,54.17599868774414,8.963000297546387,2,6000,792,264
3937500.0,3034500.0,54.17639923095703,9.010499954223633,6,24150,792,267
3938500.0,3034500.0,54.17660140991211,9.026300430297852,3,9900,792,268
3939500.0,3034500.0,54.176700592041016,9.042099952697754,3,9900,792,269
3945500.0,3034500.0,54.177398681640625,9.137100219726562,4,28800,792,275
3946500.0,3034500.0,54.1775016784668,9.152899742126465,1,7200,792,276
3926500.0,3035500.0,54.184200286865234,8.836099624633789,6,21100,793,256
3927500.0,3035500.0,54.18439865112305,8.851900100708008,7,23700,793,257
3929500.0,3035500.0,54.18470001220703,8.883600234985352,8,18400,793,259
3930500.0,3035500.0,54.18479919433594,8.899399757385254,1,4200,793,260
3931500.0,3035500.0,54.184898376464844,8.915200233459473,9,19360,793,261
3932500.0,3035500.0,54.18510055541992,8.931099891662598,7,17200,793,262
3933500.0,3035500.0,54.18519973754883,8.946900367736816,9,19800,793,263
3934500.0,3035500.0,54.185298919677734,8.962800025939941,7,15500,793,264
3936500.0,3035500.0,54.18560028076172,8.994400024414062,2,6000,793,266
3937500.0,3035500.0,54.185699462890625,9.010299682617188,7,17725,793,267
3938500.0,3035500.0,54.18579864501953,9.026100158691406,2,6450,793,268
3961500.0,3035500.0,54.1880989074707,9.390299797058105,1,4200,793,291
3926500.0,3036500.0,54.19350051879883,8.835800170898438,1,4200,794,256
3927500.0,3036500.0,54.19369888305664,8.851699829101562,3,11700,794,257
3929500.0,3036500.0,54.19390106201172,8.883299827575684,1,2300,794,259
3931500.0,3036500.0,54.19419860839844,8.914999961853027,1,2350,794,261
3933500.0,3036500.0,54.19449996948242,8.946700096130371,4,9200,794,263
3936500.0,3036500.0,54.19490051269531,8.994199752807617,3,9900,794,266
3937500.0,3036500.0,54.19499969482422,9.010000228881836,8,24650,794,267
3954500.0,3036500.0,54.196800231933594,9.27929973602295,1,4500,794,284
3955500.0,3036500.0,54.1968994140625,9.295100212097168,4,12250,794,285
3956500.0,3036500.0,54.196998596191406,9.310999870300293,6,20100,794,286
3957500.0,3036500.0,54.19710159301758,9.326800346374512,3,11600,794,287
3961500.0,3036500.0,54.1973991394043,9.390199661254883,6,18000,794,291
3962500.0,3036500.0,54.1974983215332,9.406000137329102,4,13200,794,292
3927500.0,3037500.0,54.20289993286133,8.851400375366211,1,4200,795,257
3929500.0,3037500.0,54.20320129394531,8.883099555969238,3,6900,795,259
3936500.0,3037500.0,54.204200744628906,8.994000434875488,4,14250,795,266
3937500.0,3037500.0,54.20429992675781,9.00979995727539,4,12000,795,267
3955500.0,3037500.0,54.206199645996094,9.295000076293945,1,3300,795,285
3961500.0,3037500.0,54.20669937133789,9.390000343322754,2,7200,795,291
3962500.0,3037500.0,54.2067985534668,9.405900001525879,1,3000,795,292
3926500.0,3038500.0,54.212100982666016,8.83530044555664,1,2300,796,256
3927500.0,3038500.0,54.21220016479492,8.851200103759766,6,13800,796,257
3928500.0,3038500.0,54.212398529052734,8.866999626159668,3,6900,796,258
3929500.0,3039500.0,54.2218017578125,8.882599830627441,2,4600,797,259
3930500.0,3039500.0,54.221900939941406,8.898500442504883,6,17600,797,260
3931500.0,3039500.0,54.22209930419922,8.914299964904785,5,11500,797,261
3932500.0,3039500.0,54.222198486328125,8.93019962310791,10,15550,797,262
3933500.0,3039500.0,54.2224006652832,8.946000099182129,2,8750,797,263
3936500.0,3039500.0,54.22269821166992,8.993599891662598,1,2300,797,266
3938500.0,3039500.0,54.222999572753906,9.025300025939941,5,28200,797,268
3950500.0,3039500.0,54.224300384521484,9.215399742126465,1,7200,797,280
3951500.0,3039500.0,54.22439956665039,9.231300354003906,3,21600,797,281
3927500.0,3040500.0,54.23080062866211,8.850700378417969,1,500,798,257
3929500.0,3040500.0,54.23109817504883,8.882399559020996,1,2300,798,259
3930500.0,3040500.0,54.231201171875,8.898200035095215,15,34400,798,260
3931500.0,3040500.0,54.23139953613281,8.91409969329834,3,10500,798,261
3932500.0,3040500.0,54.23149871826172,8.929900169372559,9,18400,798,262
3933500.0,3040500.0,54.23160171508789,8.945799827575684,11,32200,798,263
3938500.0,3040500.0,54.2322998046875,9.024999618530273,2,12000,798,268
3948500.0,3040500.0,54.2333984375,9.183600425720215,5,36000,798,278
3949500.0,3040500.0,54.23350143432617,9.199399948120117,5,36000,798,279
3950500.0,3040500.0,54.23360061645508,9.215299606323242,5,36000,798,280
3951500.0,3040500.0,54.233699798583984,9.231100082397461,1,7200,798,281
3929500.0,3041500.0,54.24039840698242,8.882100105285645,3,7000,799,259
3930500.0,3041500.0,54.240501403808594,8.89799976348877,6,13800,799,260
3933500.0,3041500.0,54.24089813232422,8.945599555969238,6,14300,799,263
3934500.0,3041500.0,54.2411003112793,8.961400032043457,1,3000,799,264
3936500.0,3041500.0,54.24129867553711,8.9931001663208,1,4000,799,266
3939500.0,3041500.0,54.24169921875,9.04069995880127,4,14100,799,269
3950500.0,3041500.0,54.24290084838867,9.215100288391113,1,7200,799,280
3930500.0,3042500.0,54.24980163574219,8.89780044555664,1,2300,800,260
3933500.0,3042500.0,54.25019836425781,8.945300102233887,2,7400,800,263
3934500.0,3042500.0,54.250301361083984,8.961199760437012,2,6000,800,264
3936500.0,3042500.0,54.2505989074707,8.992899894714355,4,11900,800,266
3937500.0,3042500.0,54.250701904296875,9.00879955291748,7,22200,800,267
3938500.0,3042500.0,54.25080108642578,9.0246000289917,5,18600,800,268
3939500.0,3042500.0,54.250999450683594,9.040499687194824,3,9900,800,269
3943500.0,3042500.0,54.251399993896484,9.103899955749512,1,3300,800,273
3944500.0,3042500.0,54.25149917602539,9.119799613952637,5,18900,800,274
3945500.0,3042500.0,54.25170135498047,9.135600090026855,1,6000,800,275
3933500.0,3043500.0,54.259498596191406,8.945099830627441,11,28400,801,263
3934500.0,3043500.0,54.25960159301758,8.961000442504883,2,4600,801,264
3935500.0,3043500.0,54.25979995727539,8.976799964904785,3,5450,801,265
3936500.0,3043500.0,54.2598991394043,8.99269962310791,1,2300,801,266
3937500.0,3043500.0,54.2599983215332,9.008600234985352,6,19700,801,267
3938500.0,3043500.0,54.260101318359375,9.024399757385254,11,27800,801,268
3944500.0,3043500.0,54.260799407958984,9.119600296020508,1,5700,801,274
3945500.0,3043500.0,54.26089859008789,9.13539981842041,1,5700,801,275
3933500.0,3044500.0,54.268798828125,8.944899559020996,2,4600,802,263
3934500.0,3044500.0,54.26890182495117,8.960700035095215,4,11100,802,264
3935500.0,3044500.0,54.26900100708008,8.97659969329834,2,4600,802,265
3937500.0,3044500.0,54.2692985534668,9.008299827575684,5,6900,802,267
3938500.0,3044500.0,54.26940155029297,9.024200439453125,9,23500,802,268
3951500.0,3044500.0,54.27080154418945,9.230500221252441,3,21600,802,281
3952500.0,3044500.0,54.27090072631836,9.246299743652344,1,7200,802,282
3934500.0,3045500.0,54.2781982421875,8.96049976348877,3,17100,803,264
3935500.0,3045500.0,54.27830123901367,8.976400375366211,1,2350,803,265
3936500.0,3045500.0,54.278499603271484,8.992300033569336,4,9050,803,266
3948500.0,3045500.0,54.27980041503906,9.182700157165527,2,6600,803,278
3935500.0,3046500.0,54.287601470947266,8.976200103759766,2,7100,804,265
3936500.0,3046500.0,54.28770065307617,8.991999626159668,12,24550,804,266
3948500.0,3046500.0,54.289100646972656,9.182499885559082,4,13200,804,278
3949500.0,3046500.0,54.28919982910156,9.198399543762207,2,9300,804,279
3949500.0,3047500.0,54.298500061035156,9.198200225830078,1,6000,805,279
3918500.0,3051500.0,54.331600189208984,8.704999923706055,5,11500,809,248
3917500.0,3052500.0,54.3406982421875,8.688799858093262,1,2300,810,247
3918500.0,3052500.0,54.34080123901367,8.704700469970703,3,6900,810,248
3932500.0,3056500.0,54.38010025024414,8.926300048828125,1,2300,814,262
3932500.0,3057500.0,54.389400482177734,8.925999641418457,7,19200,815,262
3933500.0,3057500.0,54.38949966430664,8.941900253295898,6,24000,815,263
3934500.0,3057500.0,54.38959884643555,8.957799911499023,3,11000,815,264
3932500.0,3058500.0,54.39860153198242,8.925800323486328,3,12300,816,262
3933500.0,3058500.0,54.398799896240234,8.941699981689453,2,8200,816,263
3932500.0,3059500.0,54.407901763916016,8.925600051879883,1,4100,817,262
3933500.0,3059500.0,54.40810012817383,8.941499710083008,1,4100,817,263
3935500.0,3062500.0,54.43619918823242,8.972599983215332,3,9000,820,265
3938500.0,3062500.0,54.436500549316406,9.020400047302246,1,4200,820,268
3939500.0,3062500.0,54.43669891357422,9.036299705505371,1,3200,820,269
3948500.0,3062500.0,54.43769836425781,9.179699897766113,3,3000,820,278
3949500.0,3062500.0,54.437801361083984,9.195599555969238,3,7900,820,279
3950500.0,3062500.0,54.43790054321289,9.21150016784668,1,3600,820,280
3935500.0,3063500.0,54.445499420166016,8.972399711608887,3,7000,821,265
3938500.0,3063500.0,54.44580078125,9.0201997756958,2,6670,821,268
3939500.0,3063500.0,54.44599914550781,9.036100387573242,1,3600,821,269
3948500.0,3063500.0,54.446998596191406,9.179499626159668,1,2300,821,278
3949500.0,3063500.0,54.44710159301758,9.19540023803711,4,14900,821,279
3938500.0,3064500.0,54.455101013183594,9.020000457763672,2,5000,822,268
3939500.0,3064500.0,54.4552001953125,9.035900115966797,1,3000,822,269
3945500.0,3064500.0,54.45589828491211,9.131500244140625,2,7200,822,275
3946500.0,3064500.0,54.45600128173828,9.147500038146973,9,27350,822,276
3947500.0,3064500.0,54.45610046386719,9.163399696350098,5,12950,822,277
3949500.0,3064500.0,54.456298828125,9.195300102233887,1,4200,822,279
3939500.0,3065500.0,54.464500427246094,9.035699844360352,2,2250,823,269
3945500.0,3065500.0,54.4651985168457,9.13129997253418,1,3200,823,275
3946500.0,3065500.0,54.465301513671875,9.147299766540527,1,3200,823,276
3947500.0,3065500.0,54.46540069580078,9.163200378417969,2,6400,823,277
3954500.0,3065500.0,54.46609878540039,9.274800300598145,1,800,823,284
3947500.0,3066500.0,54.474700927734375,9.163000106811523,6,20560,824,277
3948500.0,3066500.0,54.47480010986328,9.178999900817871,3,9800,824,278
3950500.0,3066500.0,54.474998474121094,9.21090030670166,1,4200,824,280
3952500.0,3066500.0,54.47520065307617,9.24269962310791,1,4200,824,282
3946500.0,3067500.0,54.4838981628418,9.146900177001953,2,6800,825,276
3947500.0,3067500.0,54.48400115966797,9.1628999710083,3,8700,825,277
3950500.0,3067500.0,54.48429870605469,9.210700035095215,1,4200,825,280
3951500.0,3067500.0,54.48440170288086,9.22659969329834,2,8400,825,281
3952500.0,3067500.0,54.484500885009766,9.242600440979004,2,8400,825,282
3946500.0,3068500.0,54.49319839477539,9.146699905395508,3,5400,826,276
3947500.0,3068500.0,54.49330139160156,9.162699699401855,5,17000,826,277
3952500.0,3068500.0,54.49380111694336,9.242400169372559,2,4600,826,282
3930500.0,3069500.0,54.5004997253418,8.891300201416016,5,15300,827,260
3952500.0,3069500.0,54.50310134887695,9.242300033569336,5,11500,827,282
3953500.0,3069500.0,54.50320053100586,9.258199691772461,3,8800,827,283
3929500.0,3070500.0,54.50960159301758,8.875100135803223,3,6900,828,259
3942500.0,3070500.0,54.51129913330078,9.082500457763672,2,4300,828,272
3943500.0,3070500.0,54.51139831542969,9.09850025177002,5,12000,828,273
3951500.0,3070500.0,54.51219940185547,9.226099967956543,1,2300,828,281
3942500.0,3071500.0,54.520599365234375,9.082300186157227,3,9050,829,272
3943500.0,3071500.0,54.52069854736328,9.098299980163574,7,15700,829,273
3948500.0,3071500.0,54.52119827270508,9.178099632263184,5,12500,829,278
3950500.0,3071500.0,54.521400451660156,9.210000038146973,2,4600,829,280
3951500.0,3071500.0,54.52149963378906,9.22599983215332,7,20900,829,281
3952500.0,3071500.0,54.52159881591797,9.241900444030762,4,11700,829,282
3943500.0,3072500.0,54.529998779296875,9.098099708557129,3,6000,830,273
3944500.0,3072500.0,54.53010177612305,9.114100456237793,7,13400,830,274
3951500.0,3072500.0,54.530799865722656,9.225799560546875,2,6800,830,281
3953500.0,3072500.0,54.53099822998047,9.257699966430664,1,2500,830,283
3955500.0,3072500.0,54.53120040893555,9.289600372314453,2,6400,830,285
3917500.0,3073500.0,54.53559875488281,8.682900428771973,2,4600,831,247
3918500.0,3073500.0,54.53580093383789,8.698800086975098,3,6900,831,248
3917500.0,3074500.0,54.544898986816406,8.682600021362305,1,2300,832,247
3942500.0,3075500.0,54.557701110839844,9.081600189208984,1,1200,833,272
3955500.0,3075500.0,54.558998107910156,9.289199829101562,2,8400,833,285
3932500.0,3076500.0,54.56570053100586,8.921600341796875,1,3300,834,262
3934500.0,3076500.0,54.566001892089844,8.95359992980957,2,5600,834,264
3935500.0,3076500.0,54.56610107421875,8.969499588012695,1,2300,834,265
3946500.0,3076500.0,54.56740188598633,9.145299911499023,1,4200,834,276
3949500.0,3076500.0,54.56769943237305,9.19320011138916,4,11500,834,279
3950500.0,3076500.0,54.56779861450195,9.209199905395508,6,15800,834,280
3951500.0,3076500.0,54.567901611328125,9.225099563598633,2,5700,834,281
3952500.0,3076500.0,54.56800079345703,9.241100311279297,1,3200,834,282
3932500.0,3077500.0,54.57500076293945,8.92140007019043,2,6600,835,262
3933500.0,3077500.0,54.57509994506836,8.937399864196777,6,19800,835,263
3934500.0,3077500.0,54.57529830932617,8.953300476074219,6,17600,835,264
3935500.0,3077500.0,54.575401306152344,8.969300270080566,12,27000,835,265
3940500.0,3077500.0,54.57600021362305,9.049200057983398,1,2300,835,270
3941500.0,3077500.0,54.57619857788086,9.065199851989746,6,13800,835,271
3945500.0,3077500.0,54.57659912109375,9.12909984588623,1,4200,835,275
3946500.0,3077500.0,54.576698303222656,9.145099639892578,5,16000,835,276
3947500.0,3077500.0,54.57680130004883,9.16100025177002,4,12800,835,277
3950500.0,3077500.0,54.57709884643555,9.208999633789062,1,3400,835,280
3951500.0,3077500.0,54.57720184326172,9.225000381469727,3,9800,835,281
3952500.0,3077500.0,54.577301025390625,9.240900039672852,5,17000,835,282
3932500.0,3078500.0,54.58430099487305,8.921099662780762,2,7200,836,262
3933500.0,3078500.0,54.58440017700195,8.937100410461426,1,3600,836,263
3934500.0,3078500.0,54.584598541259766,8.953100204467773,9,25500,836,264
3935500.0,3078500.0,54.58470153808594,8.969099998474121,6,13200,836,265
3937500.0,3078500.0,54.58489990234375,9.00100040435791,1,2000,836,267
3941500.0,3078500.0,54.58539962768555,9.0649995803833,2,4600,836,271
3945500.0,3078500.0,54.585899353027344,9.128899574279785,2,6400,836,275
3946500.0,3078500.0,54.58599853515625,9.14490032196045,2,6400,836,276
3931500.0,3079500.0,54.59339904785156,8.904899597167969,3,10500,837,261
3932500.0,3079500.0,54.59360122680664,8.920900344848633,4,13200,837,262
3933500.0,3079500.0,54.59370040893555,8.93690013885498,1,3300,837,263
3934500.0,3079500.0,54.59379959106445,8.952899932861328,6,14800,837,264
3935500.0,3079500.0,54.59400177001953,8.968899726867676,1,2300,837,265
3937500.0,3079500.0,54.594200134277344,9.000800132751465,3,7800,837,267
3938500.0,3079500.0,54.594398498535156,9.016799926757812,1,2000,837,268
3945500.0,3079500.0,54.59519958496094,9.128700256347656,2,6400,837,275
3946500.0,3079500.0,54.595298767089844,9.144700050354004,3,9600,837,276
3931500.0,3080500.0,54.602699279785156,8.90470027923584,5,17100,838,261
3932500.0,3080500.0,54.602901458740234,8.920700073242188,3,12000,838,262
3945500.0,3080500.0,54.60449981689453,9.128499984741211,4,13820,838,275
3946500.0,3080500.0,54.60459899902344,9.144499778747559,9,27620,838,276
3930500.0,3081500.0,54.611900329589844,8.888500213623047,5,16800,839,260
3931500.0,3081500.0,54.61199951171875,8.904500007629395,10,33000,839,261
3932500.0,3081500.0,54.612098693847656,8.92039966583252,3,10800,839,262
3940500.0,3081500.0,54.61320114135742,9.048399925231934,1,3000,839,270
